sample_id,model,split,is_visually_confused,is_text_overwritten,trajectory_class,best_config,matched_grid_best_config
089-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
089-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
090-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
090-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
090-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
090-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
091-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
091-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
091-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
091-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
093-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
093-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
093-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
093-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
094-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
094-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
094-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
094-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
095-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
095-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
095-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
095-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
096-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
096-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
096-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
096-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
097-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
097-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
097-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
097-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
098-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
098-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
098-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
098-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
099-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
099-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
099-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
099-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
100-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
100-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
100-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
100-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
101-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
101-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
101-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
101-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
102-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
102-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
102-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
102-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
103-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
103-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
103-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
103-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
104-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
104-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
104-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
104-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
105-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
105-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
105-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
105-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
106-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
106-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
106-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
106-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
107-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
107-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
107-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
107-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
108-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
108-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
108-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
108-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
109-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
109-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
109-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
109-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
110-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
110-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
110-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
110-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
112-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
112-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
112-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
112-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
113-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
113-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
113-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
113-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
114-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
114-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
114-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
114-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
116-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
116-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
116-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
116-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
117-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
117-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
117-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
117-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
119-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
119-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
119-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
119-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
120-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
120-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
120-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
120-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
121-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
121-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
121-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
121-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
122-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
122-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
122-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
122-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
123-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
123-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
123-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
123-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
124-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
124-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
124-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
124-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
125-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
125-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
125-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
125-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
126-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
126-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
126-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
126-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
127-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
127-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
127-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
127-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
128-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
128-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
128-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
128-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
130-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
130-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
130-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
130-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
131-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
131-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
131-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
131-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
132-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
132-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
132-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
132-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
133-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
133-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
133-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
133-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
134-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
134-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
134-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
134-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
135-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
135-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
135-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
135-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
138-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
138-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
138-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
138-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
139-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
139-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
139-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
139-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
140-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
140-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
140-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
140-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
141-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
141-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
141-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
141-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
142-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
142-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
142-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
142-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
143-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
143-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
143-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
143-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
145-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
145-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
145-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
145-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
146-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
146-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
146-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
146-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
147-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
147-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
147-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
147-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
148-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
148-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
148-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
148-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
149-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
149-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
149-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
149-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
155-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
155-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
155-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
155-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
156-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
156-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
156-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
156-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
157-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
157-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
157-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
157-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
158-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
158-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
158-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
158-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
159-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
159-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
159-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
159-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
160-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
160-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
160-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
160-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
161-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
161-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
161-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
161-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
162-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
162-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
162-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
162-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
163-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
163-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
163-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
163-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
164-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
164-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
164-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
164-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
165-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
165-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
165-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
165-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
166-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
166-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
166-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
166-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
167-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
167-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
167-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
167-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
168-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
168-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
168-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
168-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
169-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
169-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
169-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
169-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
170-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
170-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
170-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
170-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
171-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
171-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
171-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
171-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
172-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
172-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
172-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
172-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
174-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
174-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
174-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
174-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
175-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
175-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
175-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
175-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
176-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
176-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
176-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
176-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
177-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
177-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
177-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
177-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
178-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
178-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
178-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
178-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
179-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
179-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
179-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
179-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
180-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
180-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
180-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
180-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
181-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
181-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
181-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
181-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
182-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
182-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
182-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
182-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
183-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
183-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
183-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
183-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
184-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
184-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
184-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
184-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
185-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
185-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
185-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
185-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
186-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
186-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
186-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
186-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
187-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
187-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
187-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
187-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
188-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
188-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
188-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
188-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
189-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
189-2,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
189-3,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
189-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
190-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
190-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
190-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
190-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
191-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
191-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
191-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
191-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
192-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
192-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
192-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
192-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
193-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
193-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
193-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
193-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
194-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
194-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
194-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
194-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
195-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
195-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
195-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
195-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
196-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
196-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
196-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
196-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
197-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
197-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
197-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
197-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
198-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
198-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
198-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
198-4,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
199-1,InternVL3-8B,V2_medium,0,0,always_correct,128f_input224,
199-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
199-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
199-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
200-1,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
200-2,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
200-3,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
200-4,InternVL3-8B,V2_medium,0,0,always_wrong,128f_input224,
